review,labels
i bought this for my mom and had it sent to her address it worked for two days and then it stopped on my last visit i fiddled with it for an hour but it only worked intermittently she didn t keep the receipt so i m writing it off as a waste of money when you think about it the inexpensive softsoap brand push pump dispensers make more sense you can see when they are empty and you don t have to keep up with batteries i don t buy the argument that the hands free dispenser is more sanitary than the hand pumps because after you touch the hand pump you wash your hands,negative
i wanted to dress up my kitchen a little and this does the trick \( makes me not dread washing the dishes an added plus \) it s a nice cherry red and i m a bit of a red junkie i gave this five stars because it s perfect for my needs if you have a large family and tons of dishes it s going to be on the small side though the red colander s a great extra as is the little sponge holder \( it has suction cups to keep it in place but mine doesn t seem to stay stuck that s a minor detail though and it could have more to do with my kitchen s tiling than the suction cups \) one thing to note if your sink s drains aren t centered you might be annoyed with the hole in the middle of the rubber sink mat overall this is a durable and nice to look at sinkware set what more could we want,positive
people who complain that the aerosol can is empty the next day should listen closely to the product the one i ordered will leak as long as the mechanism is attached to the aerosol can i have tried reconnecting it many times using different pressure as i push down but to no avail at 10 dollars a night this product will get very expensive very quickly if it had worked without the leak i would have given ssscat 5 stars,negative
after reading countless poor reviews of the dolce desk and hutch i was quite skeptical about ordering it online i gave in and ordered the set from target com the desk arrived in almost perfect condition \( a few smudges in the stain \) however only half the hutch was in its box the entire drawer \( left side of hutch \) was missing the hardware was missing and the assembly instructions were missing i recommend calling your local target store to check the dolce collection s availability \( and the parts inside \) before you waste the time and gas to get there aside from the missing hutch the desk looks really great in my home office,negative
if you like fondue you ll like raclette as much or even more use your imagination don t stick with what is traditional you can use your raclette for desert pizza breakfast and much more traditionally served with steamed red potatoes this will satisfy the meat and potatoe man in the group marinade the meat with different flavors to add some spice don t forget the vegetables slice onion red peppers mushrooms romas and even pineapple it s a great way to spend an evening with a couple of friends extra trays are a good idea if you use your raclette a lot,positive
the bat house is neat fun to set up and interesting to watch as it attracts fruit bats to my yard it serves 2 purposes a home for fruit bats while is environmentally friendly and esthetics to my yard the fruit bats that live in it durng the late sprng to very early autumn control the mosquito problm making my yard healthier,positive
works great bought for making candle tarts and it didn t let me down i would recommend this hot plate for any use,positive
i like this winged corkscrew but i had to repair the plastic once when the cap near the wings busted off superglue did the job and i haven t had trouble since,positive
this bowl is shallow enough to serve from and deep enough to really load it up i use mine constantly and didn t think i would when i bought it we reach for this ahead of all the other bowls and platters i own i love my fiestaware you can t go wrong with these durable and colorful dishes,positive
not worth the high price difficult to clean and very persnickety comes with a bunch of sensors that if not properly triggered keep it from roasting not long after i bought it i couldn t get it to start without jamming a pencil in one spot and now it doesn t work at all when it works it works fine but it doesn t always work nor does it last very long,negative
after two months a piece of the filter broke off after 3 months the carafe cracked and sent coffee and glass spilling everywhere cuisinart was kind enough to direct me to their website so i could pay another 30 or so for a new carafe because glass is not included in their warranty no thanks,negative
bad quality on off switch and plastic ring broken after 1 year,negative
finally a quiet vacuum with some serious suction i have a 200 year old farm house that really needs this vacuum and has been smiling since it arrived the suction power on this vac is high enough to clean cracks that have never before been cleaned the hepa filter means you really can t smell that you ve been vacuuming and the bags are a breeze to change also who can complain about having a hip appearing vacuum cleaner hey if you have to own one wouldn t you prefer to have one that s easy on the eye,positive
i should have read the other review more closely this is a good blanket for hot summer nights i believe it is too light for cold winter nights i expected more for over 50 if i didn t return it it would have made a nice decorative throw the color and texture are nice,negative
i set it up for my dogs because they bark whenever they hear a noise or if someone rings bell i have 3 dogs i put it on and they went beserk they started going after each other i didn t hear anything myself but i am quite sure the dogs did like i said they acted very badly towards each other the tone must have made them lash out like that i cannot use it anymore,negative
i really like having this it s odor free and easy to use yes you have to empty the bags and that takes time but it s worth it i have found refills at walmart petsmart and petco so they haven t been hard to find,positive
for the cheap price \( on sale i think it was 5 \) i paid on it it is pretty good quality and is soft if,positive
i always buy products from amazon and i never have any complains about any of them but about this product i am so disappoint because the lids does nt fit with the 32 oz containers i hope that they fix this problem because is a good way to keep your kitchen organized,negative
this coat rack is simple and sturdy it has several pegs for longer coats at the top and below are ones just the right height for my daughter to reach it can handle many coats and other items you toss on it without falling over color is nice although we usually see little of it,positive
this paper towel holder is perfect for our country kitchen it s simple functional very easy to use and would look as lovely in 1807 as it does today we love it,positive
normally things i purchase have no problem this item is now being used to heat water when company comes over for tea has to be the worse item to make coffee yet always purchase the whole beans and grind the coffee myself this item just never got the coffee s true wonderful flavor perhaps because it was a refurbished item but i just think hamilton beach needs to improve this item big time,negative
this fan is incredibly powerful it can definitely move air around a room my one call out is that there is almost no difference between low and medium i don t know if it s just mine that is that way or not and it isn t a big deal since i bought it to ease the air conditioner bill and i ll tell ya when you want to cool a room this fan does it with out remorse,positive
when i bought these pads at amazon last year a 50 pack was 11 99 now its 26 99 does anyone know why this happened the pads themselves are fine and work beautifully with the pad holder but i m protesting against this price,negative
after spending 5 10 a day at starbucks my wife and i got the jura capresso for the convenience of a fully automatic machine and having fresh latte s at home in the morning we have used it for over 3 months now and like it more and more each week the espresso latte s and cappucino s are wonderful having to touch one button to have everything done at once is so easy but perhaps the best part is the self cleaning it does about once a week you clean out a tray and refill the water that s pretty much it desserts like affogato \( espresso on top of ice cream \) are a just too easy to make now downsides if you ever plan to reduce your caffeine consumption this machine is not for you my wife and i both drink more coffee now because it is so good and so convenient if you like really hot latte s the steamed milk won t get hot enough i d call it very warm or slightly hot just right for drinking but by the end it can be kind of cool warm up the glass with the hot water option before fixes the problem espresso coffee and even cappucino s come out at a perfect temperature,positive
item was defective and this was te second item receive,negative
this product is not eligible for free shipping yet it ships from the amazon warehouse along with the humidifier that is eligible for free shipping,negative
reasons 1 faulty battery cover design the battery cover comes off time i remove the timer from a metal surface 2 the protective glass is cloudy making the timer numbers hard to see 3 the alarms are not very audible 4 the magnet unglued itself within the first three days of use,negative
total rubbish wood was scratched on top corner was smashed water damage on the shelf and door was cracked it is really irritating to spend an hour putting this tv stand together only to find it is too thrashed to use the holes were not even lined up properly with the dowels making it quite difficult to put together extremely shoddy craftsmanship and apparently no quality control to add salt in the wound the crumbly styrafoam packaging got all over the living room and i had to spend a good bit of time vacuuming and sweeping so the dog and the baby would not eat it if you like taking chances and do still want to buy it it s probably a 50 50 chance that it will be damaged,negative
the quality of the china is very good the weight and feel of the product is substantial i was disappointed in the color and antique look to them from the pictures i thought the color was going to be more of a buttercream yellow rather than ivory white and the antiquing more attractive they almost look dirty instead of antiqued but the price is right and they are certainly adequate for every day use for my family,positive
this appliance has several good features but they are outweighted by the fact that it does not produce a decent piece of toast at the lowest setting one side of the toast comes out too brown the other side barely toasted the inner side of the bread toasts faster than the outer side we did manage to get a decent piece of toast by inserting the bread setting a timer for 1 minute pressing cancel reversing the bread and slowly counting to thirty before pressing cancel again far too much work,negative
from the description i thought these would be a lot more sturdy they re fine for storing light weight items that you don t need to access often but i found that the plastic supports tended to break through the fabric at the corners and break in half if stressed,negative
this hamper is okay but amazon was very irresposible in how they shipped it i ordered four and all four shipped the same day from the same warehouse how did they arrive in four giant shipping boxes each one contained one hamper and about 3 cubic feet of air filled plastic bags it took me 20 minutes just to break down the boxes and the plastic bags i live in the city where recycling and trash space is scarce and this really an insult to me and to the environment there is nothing fragile about a compressed laundry hamper according to the packing list the shipping cost on each was 6 which means that due to supersaver amazon was skinning their shareholders to the tune of 5 per hamper amazon shame on you you could have shipped all four in a large envelope,negative
we have owned the breadman corner bakery for about eight months now it has made our house smell wonderful i have to say i don t use the recipes that came with it so i won t judge those for the price this is a beautiful machine the pan has a solid heft to it not like some of the other bread makers with seemingly flimsy aluminum pans we have made many types of bread in it and have even churned butter from heavy cream the best kind of bread is the one made in the pan right after making butter with a toddler and a baby it is nice not to have to run to the store everyday to buy fresh bread or rolls the only time our bread has turned out not so good is when an ingredient has been forgotten without the yeast it wasn t quiet the same but our house smelled great,positive
for 19 99 you ll not find many knife sets i paid that for one kitchen aid santoku knife this set includes a long slicer utility knife one large paring knife and a 5 or 6 serrated knife the knives consist of good steel comfortable grips and are well balanced they are very sharp and sturdy i couldn t find a better set for the price i was looking for a decent utility carving knife and a large paring knife when i found this set i use mine as the disposable knives for this price you won t have to worry about beating up on them and they sharpen up quickly too the red color is very festive the grips feel like silicon so they work when wet and greasy and pleasantly squish when you grip hard if you are in the market for a fine high level kitchen knife these may not fit the bill but if you are looking for good quality inexpensive knives you won t find better in this price range i paid 19 99 dec 200,positive
i got them free with purchase of wamsutta sheets these blankets are of really cheap quality thin mesh like texture threads get loose at the ends leaving traces of fabric everywhere i got rid of it cause i am afraid the loose ends and fabric may be swallowed by babies,negative
after 6 weeks of waiting customer service said it was going to be another 3 weeks forget it cancelled order,negative
this delonghi bar32 espresso maker is the only budget priced espresso maker that i can find that does not have aluminum its water coffee path the boiler porta filter baskets brew group and steam wand are all stainless steel \( albeit the wand has a plastic tip \) i thought the capressopro with a slightly larger stainless boiler might qualify as aluminum free and provide good competition but the porta filter itself is made of aluminum \( although it does have stainless basket inserts \) and is twice the price than the delonghi bar32 it is questionable that the acidic coffee might poor over onto the aluminum porta filter and leach aluminum at the bottom of the porta filter after exiting the stainless baskets although capresso implies no in their ads,positive
the lower bowl part will last forever but the water tank lasts a month outside between the sun and cold air the plastic get weak right away and the slightest touch will crack the top i have gone through 3 of them all with exactly the same results,negative
i m a big coffee drinker and i thought the bunn would be a coffee lover s delight it turned out to be my biggest nightmare it takes a lot to set it up and get it started if you make a mistake and close the cover before you have the pot in place boy what a mess it leaked out the bottom and was very large and heavy took up way to much room on my counter i dumped it after one week and bought a farberware coffee maker and it is just as good if not better it s small easy to run and the coffee tastes great deb in new hampshir,negative
it s a very secure for children my daughter is happy with this produc,positive
this food processor is the most powerful and quietest that i have ever used i am very impressed with the material the bowl and lid are made of the ones i have been using for the last 15 years have not been comparable in the least,positive
not the best wine opener you can buy but a great deal for the occassional wine drinker much easier to operate than the traditional corkscrew and a bargain at the 9 99 i paid,positive
fiestaware rocks the turquoise place setting is beautiful it is much brighter than the pictures on amazon com fiestaware is functional calssic and fun i love to mix and match the colors and the 5 piece place settings are great for this i highly recommend mixing and matching fiestaware i mix up colors that you wouldn t normally expect to go together and they usually look great,positive
i love this honey pot the design is dainty but the pot itself is really good sized a beautiful accompaniment to the matching tea set,positive
while the water tasted better this model didn t last for more than about two months before leaking and eventually spraying water all over the place,negative
i am so disappointed with this vacuum i will say it does wonderfully for picking up all that dust and little bits of dirt that get into your carpet but don t expect it to pick up anything that is big enough to be visible to the human eye also i have a cat so i have pet fur on my carpet and i lose a lot of hair myself and this vacuum doesn t pick any of that up i can vacuum run my hand over the carpet afterwards and come up with a handful of human and cat hair it would be useful if you are just looking for something to get the dust and such out of the carpet it seems to do that very well though you are having to constantly stop and empty the vacuum shake the filter out etc because it gets clogged very fast,negative
i bought this for my cat a few months ago because he just loves playing with a laser pointer the whole concept of this toy was great but they should ve expanded their ideas a bit more for the size of the toy you would think that it would point further out than it does i m not sure about others but most cats i know like to run back and forth a room chasing the laser maybe even jump up the wall as opposed to with the bada beam that just goes in a circle reversing its direction every once in awhile my cat never avoids the laser pointer when he sees that red light he jumps right up but with the bada beam he will just sit and stare at it the whole point is so that you don t have to hold it and let the cats go crazy nope it s one thing for me to be disappointed but it s clear that my cat was more disappointed,negative
i have a manual sharpener but in reality almost never use it the electric sharpener makes keeping my knives sharp a no brainer there s a coarse grinder for knives that are dull for most knives the fine and polishing grinder works just great if you have inexpensive knives the coarse grinder will chew them up but if you have well made knives the waring will work well i ve had good success with the waring,positive
i just got into wine a little while ago and wanted some nice glasses to sip from at home rather than just using a plastic or glass tumbler but seeing as how i m anywhere near wine snob status i didn t want to spend a bunch on a set enter the riedel o glasses they were on sale great price for two glasses they arrived and i m happy with them they re sophisticated enough to be wine glasses but without the stems they re not snobby either i would have given this 5 stars but one of the glasses i received has a minor imperfection along the rim almost a little bubble of glass or crystal other than that they re great,positive
the product description for this is wrong there is a somewhat hidden zipper but for some inexplicable reason the lining is sewn into the cover so you can t separate the two,negative
the pots and pans were delivered very quickly to my residence the items were well packaged since we just moved into our apartment we began using them the pots and pans had sturdy construction and was relatively easy to clean the only drawback would be the lid handles those became very hot to the touch and you would need a hand towel or an oven mitt to handle it \( on a side note the lid handles are clear glass so that is definitely a plus \) overall i am quite satisfied with the purchase they were under 100 00 for the set so we are happy with it although i did not hear of the pinzon brand before i was surprised with the quality i even purchased a oven roaster w rack from pinzon as well,positive
i just started collecting fiesta ware and this yellow covered butter dish is the perfect color for a butter dish looks great on my table \( along with my red salt and papper shakers,positive
we had an ancient kitchen aid and i loved it but always had to store it in the cupboards since it was so big and clunky our daughter now has it and is happy with it we bought the hamilton beach mixer and i like it almost as much as the kitchen aid the best thing about it is that the mixer lifts up making things a bit easier the only slight complaint i have is that the medium to high speed is a big jump it s a little too fast for what i want most of the time another plus is that it sits beautifully on my counter,positive
i bought this kettle in february 2006 i liked everything about it until its automatic on off switch died recently only two months after the purchase now the kettle won t turn on it wasn t abused in any way and these kettles usually last for years and years the last one of similar kind served me well for 12 years until it started to leak and was replaced with this spanking new proctor silex k4070 i wonder if my bad experience with this kettle was unique has anyone else had one with a short lived switch or was i unlucky,negative
in my opinion the reset problem and occasional burbling are not problems my main beef is it s too hard to clean a few weeks after replacing the filter the deposits start adding up it has to be cleaned basically every time you refill the tank soaking in vinegar doesn t do much and requires a lot of vinegar as the entire bottom reservoir must be filled the \( phosporic acid based \) cleaner sold on the website is slightly better but in the final analysis you have to resort to hand scrubbing and there s the hitch you can t reach parts of the element not even with a toothbrush why they couldn t center it just a little further away from the edge of the wall is beyond my comprehension i spent more time last winter with the thing taken apart trying various methods of cleaning than with it running i wouldn t buy it again,negative
using frozen fruit to make up to 4 smoothies every day our family is hard on blenders after more than a year of daily experience with the waring pro \( both mbb pbb models \) i cannot recommend them for serious smoothing making here s why both glass stainless jug models use the same blade assembly this blade assembly wears poorly when asked to blend frozen fruit it fails often and must be rebuilt or replaced parts are easily purchased if you re handy and have the correct tools details the assembly screws together and is threaded to tighten under use rather than loosen and fall apart but this tightening action is so great when the blade contacts frozen fruit that it bends the metal washer below the blade the assembly eventually becomes so tight that the shaft cannot turn the waring pro is all the blender than many people will need but is not sufficient for the daily maker of multiple smoothies,negative
i took water temperatures at high low and keepwarm i am at 5200 ft altitude so water boils at about 195 all temps reached 203 and the water was in a rapid boil i have a small rival i picked up for 12 and it works great low 190 high 199 and warm 160,negative
was very disappointed in this comforter while it is heavy like i had anticipated it is not soft in any way shape or form it is like newspaper it crackles on the bed and makes noise all night long,negative
my roommate and i use this toaster daily and i ve never had problems with it the material is light but very sturdy i actually dropped it down my stairs when i moved and it still looks and works great i love all the features which are easy to use if you take about 30 seconds to read the instructions delonghi must have replaced the handles because the one on mine is metal i plan on buying another just like this after mine dies but i suspect that won t happen for quite a while,positive
ok so i thought i was crazy not being able to make a decent meal with my crockpot people were making fun of me how can you burn anything in a crockpot now i look at the reviews on this thing and see that i am not alone i always wondered why people liked food out of a crockpot now i know that they are not supposed to be like this do not ever buy this thing unless you like scorching burn gunk on the 10 hour setting it starts boiling within only a few hours i am trashing mine today,negative
i know this is supposed to be a waterproof thermometer but my wife ran it under the faucet to clean it and the screen fogged up inside i took out the battery and found water in the compartment i give it as many as two stars because until the water got in it did work as advertised and seeing that other people have had no problem with the waterproofing i m wondering if i just had a bad o ring now i m off to find a better thermometer,negative
i ve owned a littermaid mega for about 5 years and i really wish i had been able to buy this stand sooner we have two cats and we re terribly lazy we ve had this stand for a few months and it works as described it has drastically reduced the smell and the need to clean the box we love this stand and it has made life a lot more bearable when it comes to the litter box our old littermaid just died on us and we went to replace it with a new littermaid elite but the stand isn t large enough the newer elite model is much longer than this stand and it will hang off the back and over the sides we love that stand more than we want the newer littermaid elite and we are getting a great deal on the old style of the littermaid mega from amazon i would just be aware before buying this that it only fits the old style of littermaids that being said if you re handy with power tools and woodwork than you might be able to modify it it is a simple design,positive
these covers are not even close to being red the are wine or burgundy in color,negative
i purchased this item after having read about banneton in the book rustic european breads from your bread machine the picture clearly shows 4 baskets and the description is vague but you only get one the basket you get is quite small all but the smallest loaves would quickly overflow the basket it looks sturdy and well made it would have been good value for four baskets it was too much to pay for a single basket i didn t actually use it choosing instead to return it so i can t comment on how well it worked,negative
great looking set if they could arrive here without being broken amazon how can you continue to ship these out to customers when it is so obvious that the manufacturer doesn t pack them well enough for shipping amazon then simply throws that poorly packed box in an amazon box with not enough cushion and away they go any rough handling at all resorts in the canisters banging each other and you end up with a broken box of ceramic i ve received two of those lovely surprises the first set i ordered and the replacement set oh boy i give up the canisters are packed one inside the other with a thin piece of cardboard separating them just imagine the ups guy throwing the box or even setting it down hard they break amazon is however good about issuing a credit or in attemting replacement \( in this case \) so it s like playing the lottery to see if you can get lucky and receive them without breakage are you feeling lucky if so then roll the dice,negative
wow this salter kitchen scales is highly accurate i always get a perfect bake everytime i definitely recommend this product you ll never be disapointed with its quality,positive
i bought this fan on the recommendation of a friend at the end of a hot day the temperature inside of my apartment is higher than outside this fan takes care of removing the hot air and bringing in cool air from the outside it barely fit the width of my window but extender can be purchase afterwards if that s a problem very easy to install and operate there is a thermostat so the fan turns on when the temperature gets too high perfect for smaller rooms also the price is definitely right,positive
they aren t kidding this thing is razor sharp it needed no tuning up before i used it for the first time the handle is balanced so that one feels almost no weight which is unfortunate because i like the weight for chopping but the hollow edge design is wonderful the mushrooms and onions i sliced up were thin as paper and didn t stick to the blade i d recommend it,positive
twixit clips are a wonderful product they are extremely practical and very useful for all types of packages i hope you continue to carry them everyone i have given them to raves about them and wonders how they got along without them i highly recommend twixits,positive
this mixer was highly reviewed at the time we bought it but ours started conking out randomly after only 2 months it would work one day and then not work the next whether it will work any particular time is uncertain enough that we are buying a new one today no matter what the features an appliance has that rates an automatic 1 star in my book,negative
the description says you can adjust for coarseness of the salt pepper but there is no such knob on the mini grinders we replaced the store bought salt with sea salt and now the grinder doesn t work disappointing,negative
this item did not work when i got it i returned it to zelco who informed me that it was my error they did not do refunds and returned it to me i had a previous model zelco that worked great for 10 15 years it had a switch this new one does not have a switch and at this time will not turn off gr,negative
this is probably one of the best blade grinders out there the top locks nicely and serves well as a measuring cup eliminating the scoop step it has three coarseness settings that seem to work well enough to differentiate along with cup amounts the amount lever is a little hard to tell what cup amount its on however anyways bottom line it grinds great with little mess,positive
great pot i m annoyed at having to press the unlock button everytime the one that prevents accidental spills the automated dispensing is too slow for my tastes i m used to an earlier version that you have to press down from the top in hindsight i should have bought an earlier version to avoid the differences i m also really annoyed at the shipping bought through amazon it was shipped in the box that the manufacturer put it in which wasn t up for the rigors of shipping but honestly i can t tell if the gaping crowbar looking inflicted holes were caused by the shipping or no,positive
for what this item costs you would think that the pump would last longer than 3 months i really like foaming soap because i have three young children who have a tendency of making a huge mess with both bar and liquid soap since there is so little actual soap in foam soap there isn t the big mess to clean but i have a fundamental problem with paying for bottles of diluted soap i searched high and low for an attractive foaming soap dispenser and cuisipro was about all i could find but within 3 months the pump started to stick and i have to manually move it up and down it s cheaper to keep refilling the store bought soap dispensers and just buy a new one when it starts to stick,negative
never got it to work all i get when i hit the on tare button is in the trash it goes,negative
do not buy this product or any other product with the perfect pour carafe the brilliant designers at black decker thought that they would improve on a centuries old design by incorporating a plastic spout on the glass carafe the problem is that the coffee flows in between the two and on to the floor or whatever else you are pouring over nice work guys one call to their customer service line was cut off on the next i chose the option to leave a message and be called back unfortunately the mailbox was full i guess the poor product deserves poor customer service,negative
we have been searching for a solution to our very uncomfortable seats in our ford windstar van this cushion did not help,negative
i was hesetant about ordering these after reading some of the other reviews on how fragile these glasses are i am very pleased that i did order them i am enjoying them very much they are fragile but if you handle them with care i m sure they will last a long time i even put mine in the dishwasher and have had no problems,positive
excellent heavy duty and well made the satin nickel looks expensive it stands about 13 high with a good strong support base it should last a lifetime jdg 3 6 0,positive
delighted with them an franciscan apple collectors delight nice air tight lids,positive
i have used one crock pot or another for many years i bought this one because i was delighted with the sturdy removable stoneware bowl i really like this feature clean up is easy i use this crock pot for soups and beans because it cooks way too hot for anything else even so i need to stir from time to time apparently excessive temperature is the problem most people are having with this pot this might be a safety issue i would not keep this pot on and leave the house i am disappointed that the handle has broken off of the lid which really should not happen with normal use i lifted the lid to stir of course and off came the handle lifting the lid is definately normal use,negative
after a couple months the humidity became stuck at 20 even holding it by my humidifier didn t help,negative
the add said it would seperate small berry seeds the holes on the smallest grate are about 1 8 you could fit 20 seed through one of them very disappointing,negative
i bought this machine after researching it for a long time i could deal with the hard cleaning of it i was willing to shell out 100 00 for a good quality maker and i loved the design after two or three uses it started to leak after much searching i realized the caraf itself was leaking into the electronics and causing it to short i paid too much and do not like the fact that it broke so quickly i didn t return it i just will never buy bodum again,negative
this coffeemaker does not keep coffee hot and fresh for hours as the user booklet says even if you first fill the carafe with hot water and let it set before brewing if you want a cup 45 minutes after brewing it is luke cold i was emptying the carafe right after brewing into another thermal carafe that actually keeps coffee hot just to avoid reheating cup after cup in the microwave it is hard to clean and very loud,negative
i was one of the lucky ones to get this king size comforter it appears to be a little on the thin side but is very warm i got this for the dogs and they seem to like it the pillow shams are only standard instead of king very good price too,positive
it looked like it would work it turned like a high quality item it won t open even 1 6 of a can as a newly purchased item go cheap and shop old time stores for can openers this is an over engineered benz lemon of a can opener i m taking it back to nob hill tomorrow morning,negative
within 2 weeks the pause brew didn t exist the coffee poured all over when i tried to pull the carafe for a cup my attempts at fixing it were for naught what a waste of money i m not one who returns items i just won t buy braun again,negative
i loved my hamilton beach unit and when i got use to the small about of noise that did not bother me dusting was way down and now that my unit has stopped working i notice a big big difference in the dust and my allergies i have no idea why it stopped working after only having it for 3 years but it did anyone else have this problem,positive
sango stoneware has been great for us for everyday use good feel with smooth surfaces including the bottom so it doesn t scratch i ve built up a whole collection of sango gold dust after seeing it at bed bath and beyond pick up items on sale no need to pay regular price this set is a great addition to a more complete collection,positive
i was looking for an offset serrated knife as mentioned by bourdain and this fits the bill outstanding veggie slicer and all around food prep instrument even over ripe tomatoes the kind with a still tough skin and insides soft as pudding are no match for it besides the small and handy size the handle design means that the blade meets the cutting board before your knuckles when it finally begins to dull several swipes on a good steel will bring the edge back to rights,positive
i received the clock in good condition but even though i tried several batteries it never worked i did not return it because the shipping would have cost more than the clock it ended up in the trash i guess you really do get what you pay for,negative
i have explored a number of different ways to use my own grind of coffee in the senseo coffeemaker folding filter paper didn t work too much water goes by the filter making a week cup of coffee the quick cup sounded like a good idea but it doesn t fit the holder tightly enough and too much water goes around the filter to get a good cup of coffee i found that the eco pad fits tightly into the two cup holder and it works well the key to any of these re usable pods is that water cannot be allowed to go around the filter the pressurized hot water must be forced through the coffee the quick cup and the eco pad are essentially the same design but the eco pad fits the holder correctly and the quick cup is slightly small buy the eco pad it works the quick cup would work if you could rig a small rubber band seal between the quick cup and the holder a gasket to prevent the water from going around good luck,negative
we have some pretty nasty water from the tap but this pur filter system makes it taste so good i like that it fits in the fridge and actually holds about 10 large glasses of water at once the hand held ones i ve used hold about 3 i don t know how pure the water is but it sure tastes great,positive
looks quite cheap not as good from the pictur,negative
apparently 3rd in the hierarchy of 4 models in the new s5 series of miele vacuum cleaners the features price and accessories are not exactly linear in transition from lower to higher models nor even across series many of the older series models have more features and a higher price than the newer ones they have fancy names like capricorn red velvet and champagne leading to much confusion and forcing you to compare each one similar to buying a car if your browser has tabbed browsing \( e g firefox \) the best way to figure out which model is best for you is to go to miele s website and open a tab for each model you re interested in flip back and forth to see what text changes callisto is the cheapest no frills model of the newest series \( newest technology motor \) that still comes with an electronically powered brush \( the 4th pisces model is turbo \) after 3 months of extensive use pros agility the 10 wide seb217 3 electric powerbrush comes standard and one of the reasons i chose this model for me smaller is better while other vacuums advertise large 13 power brushes to cover more area in a single swipe i don t have much open carpet space coffee tables chairs weight benches and computers all need vacuuming around and under the powerbrush swivels well to get around corners brush duster the most commonly used attachment \( for me \) the brush duster is also small \( slightly larger in diameter than the hose \) and the bristles are durable it s angled by default but even this plastic piece swivels to straighten out this is not mentioned anywhere you just have to figure this out for yourself on low power i was able to vacuum places that never got vacuumed before like over the spider web of computer cables and telephone wires i even vacuumed the telephone itself and other dust collecting objects on my desk parquet floor brush initially i wondered why miele would include this accessory when the powerbrush was included but this wider brush duster actually does a better job on hard tiled floors than the powerbrush the powerbrush seems more designed to churn up stuff from carpets but the paraquet brush gathers and collects dust stuck to hard surfaces better on the negative side you might have to vacuum the brush itself to unstuck the dust and i wondered why they had to inconvenience the horse for genuine horse bristles there is no permanent storage on the vacuum cleaner for the parquet brush so you have to figure out how to ensure the parts don t get separated for life \( the powerbrush takes precedence \) cord rewind the mechanical rewind sucked in the entire length of cord every single time something like 15 for 15 times \( the manual says to pull out the entire length of cord before use to help dissipate heat \) cons price after all it s just a vacuum cleaner there also seems to be price fixing in the newer s5 series at least when i bought this everywhere i checked \( maybe 10 websites \) the price was exactly 799 or 799 95 with the only difference being no tax and or free shipping one website even advertised the lowest price allowed what s a diamond dealer is this amway release buttons the release buttons on the attachments and hose are counterintuitive being on the part that comes off rather than on the part that stays behind therefore you must squeeze the button with the same hand you are pulling away with the hose extension button is particularly confusing it s an oval shaped rocker button that rocks very little to extend the stainless steel hose you have to remember which side of the button \( top or bottom \) to press there is no distinction on which side to press and it s always a matter of trial and error as i yank and tug at the hose while pressing top and bottom of the extension button stiff no swivel hose the hose rotates at the top \( handle area \) but does not swivel at the base where it connects to the machine instead of disconnecting and reconnecting to get rid of twists i d rather pick up the powerhead and spin it around to get out the twists the flex hose diameter is larger than i m used to making the hose stiffer and difficult to store in the same closet where i used to store my old vacuum cleaner considering the price an electrical slip ring would have been nice bag full indicator the mechanical bag full indicator is actually an indicator of how much the vacuum cleaner is straining to suck put your hand over the end to block suction and it will indicate bag full right out of the box on short carpet it indicated bag full on high power as i turned the power down it indicated less full sequentially you have to read the instructions about using the floor tool with the tool slightly off the floor to get an accurate reading from the indicator even at that there are caveats about fine dust or pet hair that can fool the indicator extra stuff the parquet brush comes attached with a short plastic extension that was difficult to plug directly into the stainless steel hose \( button doesn t easily click into place \) the extension isn t needed to connect the parquet brush so you have to remove it and keep track of where you put it to this day i still haven t figured out what the extension is for other than to connect other attachments that i might buy in the future this is yet another piece with no place to store on the vacuum cleaner that i must ensure does not get separated for life \( along with the parquet brush normal filter cage and replacement bags \) symbol marking the power symbol markings are not obvious at all contrary to claims other than the symbols labels min and max you have to read the instructions to figure out what the other power symbols mean at least the power seems to increase sequentially as you turn the dial clockwise the quite mode is 4 of 6 settings \( with 6 being the highest \) and is therefore not actually the quietest but intended to be the normal operating mode i think most people will consider max the default mode optional filter frame this model comes with a hepa filter so you don t need the filter frame unless you re going to switch to the normal filters but brand new right out of the box the frame for the normal filters came with a broken cheap plastic handle apparently due to the way it was shipped with the handle protruding out the cardboard wrapping you don t even need the handle for the frame to function properly but for the kind of money i paid nothing should be broken out of the box the vendor that i bought it from \( best vacuum \) replaced it for free so is it worth 800 it does a good job but only time will tell,positive
