review	labels
i bought the dvd with this artwork out of a dollar bin and i got what i paid for the image is fuzzy and the audio is of poor quality this must have been taken from a 16mm print it may be that this film is in public domain so it may be difficult to find a decent quality dvd there are many issues of this film so you would do better to try one of the other dvd issues note amazon seems to spread these reviews across dvds of the same title so you may see this review under multiple dvd releases of meet john doe the poor quality dvd that i bought has a cover that looked like this	negative
i was very disappointed with this film the premise was really intriguing with elvis switching places with an elvis impersonator who as we all know goes on to die at graceland leaving the real elvis to scratch out a living as what else an elvis impersonator and now at the end of the king s life he s a semi invalid in a nursing home being attacked by a killer zombie mummy since it s texas the mummy has a more than passing resemblance to stevie ray vaughn and oh yeah jfk is also in this nursing home having inexplicably been transformed into ozzie davis how can you miss with a setup like this well for starters by assuming the premise is so funny there s no real need to provide any additional comedy the movie is flat with very little humor as other reviewers have noted it moves at a glacial pace even allowing for the protagonists being 80 somethings who don t move like they used to sure the acting is several notches above the norm for a low budget film but there s no point in making a comdey that isn t funny nice try but booooooooooring not at all recommended	negative
i m a huge orson welles fan and actually regret making this public knowledge but i hated this film i was excited to crack open the beautiful packaging and quickly fell into a disappointing episode of feeling really dumb that i just didn t get it the photography was classic welles the acting was something out of a bad rehersal at an insane asylum don t get caught up in having to like it just because it s welles it s ok to go against the grain and declare to the world this movie blows	negative
julia plays a struggling mother trying to make ends meet and then she gets a job and takes on a giant corporation in a court of law julia manages to extract a lot of information fom people mainly through her mammary glands and the benefits of a wonderbra but that is just about all that this movie has going for it i give this film 5 stars because julia does look pretty attractive in it at most times	positive
the old dvd from 1997 looks better than the new hd version i ve compared the two and the first dvd had good color saturation dark blacks and looked right with the heavy red and brown palette the hd version has a blue green haze covering everything and the picture is too bright they also removed the film grain and made the image look smooth and creamy the sound quality is better now though and the image of course is higher resolution	negative
i thought that this was adam sandler s best movie he has made that he played man who s a slacker that he trys to impress his girlfriend by adopting a cute 5 year old boy \( played by dylan cole sprouse \) i think of how the movie should ve ended real good is for sonny to have legal custody of jullian i laugh out loud when i see this movie	positive
i ve never been quite a fan of music dvds by that i mean the live stuff i much rather be there to experience it then sit at home pretending i m there that s one side of it i m also a huuuuuge gorillaz fan and i have seen them live the show to their self titled debut but don t get me wrong that doesn t make me biased towards everything they put out on the contrary it leaves me to judge them on a higher level because i only expect the best from what they ve given with that said this has to be literally one of the best music dvds i have encountered in quite some time don t worry about extras documentaries which while would have been nice to show how it was put together are not here which makes sense since the band itself is very discreet they wouldn t show you all that the show itself was amazing and it literally jumps off screen as you watch this and i recommend you have a decent audio system as well the amazing sound quality coupled by the beautiful visuals is astonishingly done well the editing and the post production were so well conceived they worked on this like a labour of love and not just another dvd to sell from start to end it will leave you speechless as you stare in awe at the grandioso that is the gorillaz you realise that while at first you figured them to be a fictious band in every aspect they are quite real and very capable of producing grand music on every level you can tell by this by the standing ovation and after the show and after the encore only few bands have ever been able to touch me musically on such a deep level and to put on such a show which normally you could only catch at the studio over a period of months to produce is a feat in itself if you want special features videos and documentaries get the 2 other dvds especially now since they just released their newest one those will fill in all that nicely but even if you re not a fan or just a new convert i highly recommend you own this no matter the age or person you are \( you notice this on the dvd as well \) and regardless of what your favourite genre is because they are so massive they can t be contained into one thank you damon and jamie for such an experience mates	positive
with the phenomenal success of the poseidon adventure the first disaster movie of its kind the sequel was sure to be a hit not so a plot containing two rival treasure salvagers combined with survivors still on board sounded great having a leading lady \( sally fields \) fresh from an oscar win and a few veteran actors \( michael caine karl malden \) might also sound promising unfortunately the magic of the set production of the original is not even close instead of upside ballrooms barber shops kitchens and bathrooms the audience is presented with storage rooms simply full of boxes the rest of the cast is comprised of television actors who are as wooden as the script there s no tension and some of the lines are so incredibly ridiculous you won t even laugh in disbelief irwin allen had gold slip right through his fingers with this very promising sequel considering the original that s a terrible shame	negative
there are two story lines here one an unqualified celebration of the state of girls prep sports after a generation of title ix s beneficial impact and another the very qualified consideration of the state of some individual girls athletic lives after a generation of title ix s less beneficial side effects heartbreak fury exultation are the viewer s rewards only quibble is that the climactic game was documented in too abbreviated a manner	positive
i watched this with some trepidation and i have to say it was both better and worse than i thought it would be it was better because it remained fairly true to the original in terms of retaining the multiple conflicting story lines and the ambiguous ending it was worse because the attempts at erotica were less entertaining than the original and i found stone s lampshade hairstyle oddly distracting a couple of things kept me viewing this dvd one was the london setting which gave me an opportunity to see what time has done to one of my old home towns the other was sharon stone s rather plucky performance and the presence of charlotte rampling who has aged into a different kind of beauty morrisey doesn t even come close to filling michael douglas s shoes and it s hard to feel sorry for him at the end as with the first movie you are left with the feeling that there was a better film waiting to be made the basic idea of a psychotic novelist who feels compelled to act out her fantasies in real life is an intriguing one however both movies were quick to abandon hitchcockian understatement for speeding cars and gratuitous sex there s nothing wrong with either of these things but here they just get in the way	negative
p sele una estrella como calificaci n s lo para poder respaldar a quienes ya han opinado pues se trata de un bodrio de pel cula yo felizmente s lo la arrend de lo contrario la p rdida de dinero habr a sido mucho mayor	negative
one of the best directed films of 2006 kiss kiss bang bang is built for multiple viewings and perhaps for cult audiences and even though kiss kiss bang bang may require multiple viewings just to catch all of the rapid fire dialogue or to untangle the plot one of the best reasons for multiple viewings is to admire the directorial skill it s a class a tutorial for amateur filmmakers or simply armchair film buffs who will appreciate the highwire juggling act that shane black pulls off here with kkbb s sudden shifts of tone from slapstick to dead serious drama to gallows comedy if that seems like an easy feat well remember 1941 not even spielberg got it right but shane black nails it here and it s his directorial debut downey kilmer are also at the top of their game here but it s michelle monaghan who impresses with a flat out great performance that keeps up with the veterans sui generis \( one of a kind \) is the phrase that best describes kiss kiss bang bang although it s remarkably mainstream at times it s a showcase of talents for everyone involved and when the bullets aren t flying there s even a romantic comedy here social commentary to boot i can t think of any other film quite like it and that s just how the warner brothers tradition seems to work \( at its best \)	positive
in this film made in uk and luxembourg madeline stowe stars as senga senga and her daughter nat are driving at midnight after visiting nat s father they bicker the whole trip and it just increases when they stop for a break at a rest stop nat runs away with a mysterious girl who tries and recruits her into a mysterious cult and we are left with a nerve wracked mother doing all she hectically can to retrieve her daughter both the daughter and mother eventually learn that this cult kills people for their blood why they do so is never explained and even at this point when senga is trying to rescue nat she still acts like a brat the last third of the movie seems to just generate more confusion and becomes unbelievable and my main reason for the rating i assigned that good part of the movie has to be attributed to the direction not the wirtting the movie is dark and suspenseful though you do not know what really is transpiring in this movie it does keep you on the edge of the seat as senga tries to rescue her daughter	negative
this edition of the film sucks and sucks again the wide screen version of this is a masterpiece without the widescreen ratio this edition cannot be true to the comic book sensibility that bava intended each shot was carefully composed \( and not intended to be butchered \) this edition is a travesty especially when it s purported to be put out by fans do you re homework there are also scenes missing from this print scenes that are important and add to the overall ambience hey i thought the folks behind this were enthusiasts instead its just sloppy and self indulgent look for the earlier laser disc edition as for the extras do we really need the it s great because i used it in my video slop and it s great because i did a bad homage rip off slop the documentary in the extras takes great pains to point out that this film was intended to look like a comic book and that s what was great about it then when you watch the film what you get is less than a third of the original image strikes me a total scumminess all in a all a fabulous opportunity wasted by a few lazy lard asses with a quick fix mentality	negative
i have always had a morbid fascination with that segment of the population that believes that the bible is the only book one has to read and that great literature consists entirely of the left behind series i bought this movie to get a sense of this group banal is the kindest word i can find for this tripe third rate actors low rent science fiction backdrops and completely out of touch with reality the movie opens with the israeli agricultural miracle what it does not tell the audience is that israel would be a dead state if it were not for the 20 of the israeli government s budget funded by us taxpayers through the us government s very unwise investment in this apartheid regime \( see jimmy carter s new book \) and if it were not for the blatant israeli underground pipes that are literally looting the arab aquifers at long range and from way beneath the earth israeli agriculture is not a miracle it is a travesty it consumes 50 of all the water used in israel and produces less than 5 of the gross domestic product the movie goes downhill from there just to place it in a proper religous movie context if the ten commandments was a perfect 10 this movie is no more than a 1 and certainly not even close to a 2	negative
i don t want to spoil this movie for others and i won t cache is french for hidden and alot was left hidden why does the son suddenly do what he did why does he think his mother is doing what he thinks she s doing i didn t care one bit about any of the charactors this is a slow going movie with no conclusion if you have a choice between watching this movie or watching paint dry flip a coin i watch international films often and usually fnd them more rewarding than most us made films not this one	negative
the only good thing on this dvd are the interview segments with gidget gein this was the most boring dvd i have ever watched and i actually started to fall asleep the first time i attempted to watch it	negative
jackie chan and chris tucker deliver once again in this follow up to their great film rush hour this film follows on the premise of the first with a bit of a reversal this time tucker is the fish out of water in chan s hong kong as with my review of rush hour i ll say up front that if youre looking for anything more than a fun filled actioner then this movie wont please you it breaks no new ground and the plot is quite formulaic but if you re looking for deep drama and character development what are you doing watching a chris tucker movie watch for a great cameo by don cheadle as a black man married to an asian woman who owns and runs a chinese soul food restaurant in a black section of los angeles that alone is worth a laugh there is another stand out cameo by jeremy piven as a gay clothing store clerk who mistakes them for a couple be sure to watch the end credits and catch all of piven s ad libbed outtakes that ended up on the cutting room floor but then as with all jackie chan films half the fun is watching the flubs during the end credits	positive
based on a true story and a book called evidence of love this tv movie is made remarkable by the emmy winning performance of barbara hershey she is utterly magnificent in the role of a middle class housewife who brutally murders her ex lover s wife in a self defensive rage hershey superbly captures the many nuances of this seemingly normal woman who commits a heinous deed her hypnosis sequence is brutally painful and she pulls out no stops in showing us the hidden rage brian dennehy is equally good as the lawyer who tries to get her out of her terrifying predicament the movie is impressively done and once again worthy most of all for ms hershey s dynamic presence	positive
i have always been a fan of movies that mix special effect animation with live action and the mask is no exception i would also have to say that the mask is one of a kind in terms of unique films there are many good things about this film aside from the well written script and good acting but i think the one thing that shines the most about the mask is the special effects and the humor that goes along with it for those of you who don t know a big portion of the effects and humor from this movie stem from the old tex avery cartoons such as droopy the dog and the lone wolf who lusts after the nightclub dancer in a red dress \( this feature is shown in the bonus section of the dvd \) these kind of cartoons were always my favorite growing up aside from looney tunes getting back on the subject what i also found thrilling about the mask is how well the dog milo was trained to perform certain task if you have seen this movie you know what i m talking about the training of the dog is also shown in the bonus section of the dvd the movie itself was a take off of the comic series of the mask though not quite as dark as the comics the film itself managed to portray enough adult humor and semi violence so that the mask would not be deemed as a children s film hence the pg 13 rating a big plus to the mask was how jim carrey portrayed the different character traits of stanley ipkis and stanley ipkis wearing the mask another big plus about this movie is the main villain getting hold of the mask and of course who can dislike ben stein s typical character of a monotone man with sarcastic remarks oh and cameron diaz is an absolute babe in this movie as well as for the dvd this re release is an improvement from the previous you get 5 1 surround sound along with a crisp widescreen picture the added bonus features are also great and should be viewed to appreciate what was put in to making this movie	positive
i m an elementary school teacher in fairfax county virginia dance in a huge part of the curriculim here this video has given me so many ideas for the classroom learn to hip hop truly inspired me and the kids it s fun motivational and easy it s a must for every p e teacher	positive
the depression era introduction was the best part of this movie as another reviewer mentioned from the moment they reached king kong s island the movie quickly spiraled to a painful viewing experience i felt no sympathy for the big stupid ape how can anyone feel anything for king kong he keeps a village hostage to a tiny part of an island forces them to provide him sacrificial women and tortures the female star of the movie it seems so ridiculous that she ends up liking king kong the villains of the movie were my heroes i kept hoping they would succeed in killing him so the pain of this awful movie would end	negative
i saw a glimpse of this movie earlier on hbo and was interested enough to purchase the dvd too bad i didn t watch the movie first when it was free james earl jone s acting abilities were wasted on this movie and i won t comment on the others i m glad that our armed forces are not as inept as portrayed in this film sorry i can t be more complimentary but	negative
ridiculous plot one dimensional cardboard like acting \( especially leon lai s rigid dead like fish out of water performance \) incoherent dialogs horrible editing and directing every thing is so bad if compares it to the first one the second one has already turned bad but not as bad as this 3rd increment the screen writers were obsessed with abnormal twists of the plots and tried to twist every section of the scenario to the extreme but unfortunately almost messed up the logic flow of a storyline nothing deep but shallow all the way just like a magician overplayed his black magic and suddenly found himself exposed completed without white gloves long sleeves and black cloak even the white pigeons turned out to be dead nothing could be hidden up in his sleeves or the tall hat nothing at all curtain call drop it sooner than later	negative
while this dvd was obviously filmed in the early 1970s with the picture quality to match at times the genius of david bowie shines through as adults too young to remember or have seen ziggy stardust it was an amazing look at the time period the sound quality is suprisingly good although some camera angles are distracting at times it was also neat to hear bowie s pronouncement of this is our last tour ever little did he know this dvd is worth every penny rock on	positive
synopsis \( including ending \) don ameche \( gino \) a chicago shoe shine man is approached by the mafia to go to jail for 3 to 5 years to take the place of their mafia boss accused of murder because he bears a striking resemblance to him they ll pay him yearly and satisfy his lifelong dream of fishing on a boat joe mantegna \( jerry \) takes don ameche \( gino \) on a 3 day vacation to satisfy his every wish before he s incarcerated joe mantegna is on probation from the mob after disobeying orders from a previous job joe mantegna goes outside channels to take don ameche \( gino \) to lake tahoe to the galaxy hotel where they stay wine and dine and try to have a good time things turn difficult when a local real mafia boss brings don ameche \( gino \) to his house as a guest and they form a bond the real mafia boss has a gathering of crime bosses planned and don ameche and joe mantegna are caught in the middle they escape the gathering and on the day don ameche is brought back to chicago joe mantegna is ordered to kill don ameche and make it look like a suicide it s cleaner this way he s told joe mantegna refuses the order and the film ends with a mafia employee testifying in court and getting sentenced to jail for 20 years to life the good joe mantegna is an underrated actor generally and it was nice to see a familiar face in the real mafia boss in lake tahoe other than that there s nothing else going for this one except a slightly funny scene with the concierge the bad the mob wants tough guys right this is a comedy right no ones a tough guy and there s no laughs joe mantegna plays a sissy instead of a mafia tough guy don ameche plays a senile acting senior with no personality i wanted to like this film but i coulden t because it was very slow very boring and none of the characters were interesting we never have a scene with the real mafia boss that looks like don amecha and the two never meet you would expect a friendly thanks for going to jail for 3 to 5 years for me but it doesn t happen at the end someone for the mob is dressed up like the real mafia boss and he s testifying in court and gets sentenced to jail he doesn t look anything like don ameche or the real mafia boss and yet he s right there taking the fall if the film didn t need to depend on don ameche s appearance why didn t they send him to jail from the beginning the worst david mamet experience i ve had very surprising stinker the characters if don ameche played a less passive character he would have been more interesting if joe mantegna showed more conflict as a character with reasons behind them he would have been more interesting as the film stands they re both flat don ameche had no personality and his only lines are the ones other characters used when a character says something you can be sure don ameche repeats it 30 minutes later like a senile robot don ameche s dialogue leaves a lot to be desired add to that his boring and stale acting in this film he played very dumb not interesting like a real man in crisis about to go to jail for money overall joe mantegna was not believable as a mafia hired hand don ameche was too passive and uninteresting and joe mantegna is too passive and stale scene criticism a couple scenes stand out as being very weak and unrealistic \( gas station scene where joe mantegna is given 3 more in gas than he asked for \) joe mantegna is working for the mob and he asks for 1 of gas and gets 4 he doesn t have the cash to pay and when the gas attendant takes the car keys his reaction is please please please a real mob guy would punch the gas attendant take back the keys and leave for the plane they were late for a mob guy that won t defend himself for 3 \( scene with don ameche offered money to go to jail for 3 to 5 years \) don ameche doesn t put up a fight or try to leave the room and is too passive we don t learn about his past or his life or family there s not enough time spent on the offer and the scene was over valued for it s lasting value \( bedroom scene with joe mantegna trying to let don ameche escape \) joe mantegna had no real connection to don ameche s character to justify the scene instead it s 2 strangers personal commentary the test for a comedy for me is how many times did i laugh this film never made me laugh i m shocked the film costs 24 99 on dvd rent it instead it belongs in the 1 bin at wal mart writing criticism lines like he s the guy behind the guy behind the guy behind the guy and lines like a big man knows the value of a small coin and the story about the grasshopper and the ant make no sense the writing is drivel alternative recommended film trading places with dan aykroyd and eddie murphy and also don ameche albeit in a smaller role	negative
the characters are not appealing and the story is not interesting an effort to watch make up dyed hair costumes poorly done one man s eyebrows the suitor s are altered like a woman s no scenery or homes of interest except a glance at the sailing ships in the harbor not a pleasant pace without humor without intrigue a lesbian undertone in one scene the only positive thing i can think of is this good line of jane austen quoted fanny sums up in one sentence why she will not marry him women who have spent hours within romance in uncertainty will wish to sum up their certainty with ms austen s line his sole interest is in being loved not in loving this line is an exception to a lifeless script there now you do not need to endure the painful movie here are two lines re written by me for the woman dealing with a trifling man no man suffers pains of love on the stage for dealing with the infatuated man you have wounded yourself but not with love this movie should be re made by someone sharing the ideals of jane austen there is plenty to be mined from the novel to create a pleasant film humorous with singing with interest a movie can take the best of the book in the spirit of the book which this movie did not carry and make a movie better than the book this movie is bad any which way well made period romance films are pride prejudice 2005 1996 1940 wives daughters north south fairly made is under the greenwood tree i rated persuasion at 2 stars for the wooden acting however persuasion is 5 stars compared to this mansfield park persuasion has attractive scenery costumes beautiful singing and an uplifting plot though of interest only to women preferably who have already read the book	negative
my boys have grown up with dave hood playing all sort of characters like busdriver dave pilot dave and fireman dave i was excited to get this new dvd as my youngest is crazy for tractors and dump trucks unfortunately there s a new dave \( kind of like the change that took place in blues clues \) and it s just not the same the new dave is not bad perse but after years of dave hood s cheesy grin i can t say that we watch this one much if at all	negative
at last a full length jimmy buffett concert on dvd it s been a while coming but this is a beauty there are so many highlights it s hard to know where to start perhaps the best place is the overall quality of the dvd the sound is superb the camera work spot on and the real essence of a jimmy buffett concert is captured perfectly the song mix is terrific everything from buffett classics like volcano to new classic like piece of work to iconic covers like southern cross seeing jimmy and the coral reefers perform in daylight and night time is a nice touch and the crowd shots show why a buffett concert is such an all encompassing experience for me a favourite moment is the concert finale of steve goodman s city of new orleans steve now resides under home plate at wrigley and i m sure he was singing along as well buffett fans and new parrotheads alike will find this dvd one to watch many times over	positive
why on earth am i giving this movie five stars its plot is minimal the script has words and phrases i ve never heard and i m not sure were ever really used in the real world and to top that off it s more than a little unbelievable however despite all of the possible downsides i really enjoyed it honestly i m normally not into these kinds of films but it was just good fun the humor wasn t disgusting and gross the chemistry between the actors made the on screen relationships believable \( even if i don t ever buy the whole love at first sight scenario \) and there wasn t some great moral constantly being shoved down my throat all in all it was just a fun movie to watch and it s been a long time since a movie simply put a smile on my face	positive
i was pleased at the methods used to train your dogs from puppy to mature dogs it covers several different styles of training clicker and others i would highly recommend it as a excellent resource in your inventory of training methods i am using it on my 9 week old rat terrier and he will fetch come sit and down with a little help and yes even shake hands	negative
this is a review of the dvd not the world series please save your comments re the series for the sports blogs in this day and age for major league baseball to produce a non anamorphic dvd is absolutely pathetic this dvd was made for a widescreen tv \( 16 9 ratio \) but cannot take advantage of it because it is non anamorphic meaning it will not take up the full widescreen it has black bars on all four sides they may as well have made it full screen instead with a 4 3 ratio also in its rush to make a lot of money by getting the dvd out quickly they decided not to include footage from the season to show nothing of the tigers play off run and to provide mostly filler with worthless interviews from players \( gee was it exciting to be out on the mound \) i am an avid cardinals fan but this dvd was not worth the 14 99 i paid for it major league baseball as usual cheats its fans another lesson they fail to learn from pro football	negative
this is the dumbest most predictable horrible waste of time i ve ever ever seen this movie tried very very hard to be funny and simply wasn t it took a pretty good idea and butchered it by cliche jokes and feel good high school humor that s supposed to encourage all of us angsty youngings to go to europe drink and copulate with any random gorgious blonde that happens to walk past us after watching this movie i felt incredible stupid and regret being apart of a culture that could make such main stream trash my only hope is that our european friends didn t seen this for it would most certainly cause an international incident	negative
there is nothing in this dvd that wasn t in the book in fact stan and john basically read the book to you as they show you the pictures from the book i was hoping to actually see the artists do the drawings but there is maybe 60 seconds total of footage of actual drawing the rest of the video is just john buscema tracing over all the images that are already in the book if you really want to learn to draw comics this isn t for you if you just want a basic overview of the process this dvd might not be too disappointing but if you already own the book definitely don t waste your money it would be cheaper just to have your mom read the book to you	negative
this was the word used by one reviewer and it just about sums up the film another reviewer hit the nail on the head by saying that many young wannabe creative persons start off with highly auto biographical and introspective pieces of work usually these are binned as the person matures asia seems to have the advantage of a parental environment sufficiently indulgent and well heeled to let her have her way on film instead of on scraps of paper like the great majority but good art is more than self expression self promotion self pity and self indulgence it should have a satisfying underlying form say something new to its audience expose some as yet unperceived truth about life and humanity art is boring if it merely tells us something we already know especially if it s told in a semi familiar way most of what asia says in this film we do already know if we are half aware of what goes on around us still the girl has a cute face and she s put a lot of effort into this performance something more may come with time	negative
big trouble has a lot of big things going for it big laughs big plot big cast and because of all this it loses a peg or two for there s just sooooo much for it to keep up with itself you get somewhat lost in the jumble the film stars tim allen in the central role if you could call it that as a journalist who gets himself and his son \( foster \) thrown into one weirdly twisted plot involving crazed criminals \( sizemore knocksville \) a hitman \( farina \) a wealthy jerk off of a man \( tucci \) the mans wife \( russo \) her daughter \( zooey \) a homeless man that resembles jesus \( lee in a histerical role \) some mobsters dimwitt cops \( garofalo warburton \) fbi agents with attitude \( heavy d epps \) and a toad that sprays hallucinogenic saliva see all that and i haven t even got to the plot but it s one of those things you d have to see to really understand lets just say everyone has a different agenda and they all get in each others way until everyones agenda changes to be someone elses entirly does that sum it up it s funny real funny but it s also tightly woven without much room to adjust since it moves at such a frantic pace keeping you watching closly to understand all that s going on it ll mae sense in the end though i promise	positive
disney made its mark as a major studio in 1937 with its first full length feature film snow white and the seven dwarves ironically given this early success snow white was their only hit movie for the next 13 years world war ii kicked the hell out of disney s overseas markets even movies today regarded as classic disney pinnochio bambi fantasia lost money on initial release disney eked through by diversifying into training films for the us government and the south american films that were part of fdr s good neighbor policy etc stuff that made back its costs but not much more by 1948 disney was in dire financial straits they had just enough money for one more movie walt disney realized he needed a hit or his studio probably wouldn t survive and it would have to be what they did best a full length animated feature film walt said to himself what we need is a movie about a girl in trouble audiences love that they loved snow white that s what he wanted a movie like snow white but even more so more comedy more drama more magic more music more lovable characters he chose as the basis of his company s hail mary pass arguably the most famous fairy tale in the world cinderella disney didn t have the money as they had on earlier films to lavishly storyboard every scene thus they hit upon the wonderfully clever idea of shooting the entire movie in live action then the animators used stills from that as storyboards the photos used survive to this day and many are provided as a special edition extra in some cases these photos have the animator s drawings over them turning for instance an almost bare stage into a hall in cinderella s family chateau in 1950 cinderella was released and was everything disney so desperately needed even today cinderella is arguably the best movie disney s ever made it s just awfully hard to argue with any aspect of this film the animation artwork was a product of disney s famous nine old men at that time not yet old cinderella pulls off superbly something not particularly easy to do it integrates believable human characters with funny cartoon animals and makes it work from eric larson and marc davis beautiful and graceful cinderella to ward kimball s wonderful jaq and gus gus the mice and over the top lucifer the cat everything flows together so well it all seems perfectly natural part of walt disney s plan to out snow white snow white with cinderella involved its music he very consciously wanted cinderella to be a source of hit songs there had been hit songs from disney films before \( heigh ho and whistle while you work from snow white when you wish upon a star from pinnochio etc \) but they d been almost accidental oh we have a hit song well that s nice for cinderella disney for the first time went to tin pan alley \( 28th street in new york city where the professional songwriters could be found \) disney wanted his girl s music done by the very best craftsmen the guys who wrote hit songs for a living the cinderella soundtrack hit big \( a 1 album with 3 4 million units sold \) with songs even today considered quintessential disney most notably a dream is a wish your heart makes from the movie s opening scene the work song while the animals help cinderella clean the house and simultaneously build her ball gown and bibbidi bobbidi boo \( nominated for an academy award as best movie song of the year \) from the fairy godmother transformation scene for their best movie disney apparently spared no expense producing the dvd not only has the picture quality been digitally restored but the audio has also been cleaned up with a new 5 1 surround sound mix totally gone is the background hiss associated with so many old movies \( cinderella has the distinction of being the noisiest movie ever restored according to its audio crew \) the original mono soundtrack has also been spruced and is provided as an option for purists a word about the movie s aspect ratio \( i e how wide the picture is compared to its height \) the dvd cover says cinderella is presented in its original full screen aspect ratio \( 1 33 1 \) this is untrue virtually all sound films until 1953 including cinderella were 1 37 1 since a tv screen is 1 33 1 you don t lose a lot when the original is formatted to fit your television i just wish they hadn t lied about it cinderella ends at breakneck pace we go straight from her foot sliding into the glass slipper to the wedding to happily ever after bing bang boom walt disney believed audiences like a happy ending but they don t like a happy ending that goes on too long hey who am i to argue well maybe i ll argue a dvd extra addresses scenes originally planned for the movie but not actually used one of these would have occurred after the fitting of the glass slipper and before the wedding cinderella is taken by the grand duke to the castle in her normal everyday clothes the first time prince charming sees her since the ball she s not wearing a lovely gown she s wearing her scullery maid outfit cinderella is frightened how will he react when he realizes she s not a fine lady but a poor servant girl and of course he doesn t care how she s dressed he loves her anyway i can see that scene in my mind it would have worked beautifully this is the one way in which an almost perfect movie could have been even a tiny bit better	positive
i mean that statement in two ways first in my humble opinion this is martin scorcese at his finest this is better than goodfellas by a wide margin all of the regulars give awesome performances in this \( even sharon stone who i can t stand \) if you like mafia pictures this is the best one to own i also mean that it s a great picture due to the fact that it s on hd dvd the picture is astonishingly vivid and clear and the lights of las vegas really jump out of the television it s almost 3 d the extras are ample but i d say adequate that s the reason i give it 4 stars instead of 5 there is the obligitory commentary deleted scenes and a couple featurettes it s all whipped cream and a cherry on top of an excellent sundae i do like that you can watch the extras and the movie at the same time with commentary running this and batman begins are the reasons you should own an hd dvd player note i have the hd dvd drive attached to my xbox 360 and it works brilliantly	positive
good movie that you don t have to think about while it makes you laugh	positive
this might be the perfect flick for a fourteen year old who aspires to be a mass murderer there is little to recommend it apart from the technical perfection of some of the cinematography and the staging of the scenes of mass destruction of people and property even these scenes have none of the balletic grace of tarantino s kill bill films his salute to the genre or reservoir dogs which has a mystery at its core and some fine acting and dialogue that temper the violence bullet is little more than two hours of broken glass fire blood squirts amputation beatings and explosions this makes gladiator look like a sunday school picnic the characters are totally flat one dimensional there is virtually no plot aside from excuses generated to wreak havoc the acting is weak static despite the fact that i don t understand a word of cantonese we are presented with a series of stereotypes \( the hooker with a heart of gold the good friend the crazy friend and the bad friend \) unfortunately the american stereotype of the viet cong as madmen and saigon as hopelessly corrupt is reiterated here to the detriment of any understanding of viet nam during the american occupation the worst thing is that because they are so shallow and undeveloped you don t care what happens to the characters so i ll tell you and then you won t have to finish watching the film they kill each other my advice skip it	negative
http www answersingenesis org home area faq genesis asp www answersingenesis org has numerous refutations of progressive creationism and specifically of ross assertation of the meaning of the hebrew word for day \( yom \) they clearly demonstrate the grammatical errors of his claim also see the book refuting compromise by jonathan sarfati ph d	negative
sandra bullock gives an outstanding and believable performance in the role of angela bennett in this film she plays the part of a solitary and lonely computer expert an online hacker friend calls to tell her he s found an amazing disk and is sending it to her to check out unfortunately he s killed in a plane crash before he can visit her the disk turns out to have secret government information and is wanted by a terrorist group who plan the downfall of the u s government angela bennett recognizes that the disk is something special and before she really realizes what she has she finds that she s being stalked what happens next is everyone s worst nightmare through the miracle of computers the evil group steal angela s identify and there are few people to vouch for her the story quickly turns into a cyber thriller she tries to get help but she appears to have no friends and doesn t even know her own neighbors her mother \( diane baker \) is in an institution and is apparently suffering from alzheimer s her former boyfriend played by dennis miller does try to help her but the forces of evil are difficult to hide from jeremy northam delivers a spine tingling performance as the charming and mysterious jack devlin a man you really want to trust but should you	positive
but the movie was pretty good i found myself highly disappointed in the book and almost wasn t able to finish it the characters were flat the story reading like a history lesson in religion through the ages and not a true story so i wasn t sure what to make of the movie i was pleasantly surprised though to enjoy the movie immensely it was long but it kept the pace going throughout the subtitling in the latin and french was a bit mundane to drudge through but it made the movie a bit more believable than everyone speaking english when the main character is actually french teabing was played brilliantly and while hanks was not who i would have thought for langdon he did a superb job in the role if you can set your personal beliefs aside and view the movie as a piece of exceptional fiction drama and suspense it is well worth watching murder mystery suspense action drama it s all there in this film	positive
i don t have a review i have a question as a grandparent of a 10 year old blind girl is it possible that someone could send me directions for this game i would like to get it printed in braille for her thanks for your help judi ree	positive
